연번,비상소화장치일련번호,안전센터ID,일련번호,X좌표,Y좌표,비상소화장치고유번호,사용구분,삭제여부,업데이트날짜,geometry,lon,lat
61,110081987,1119108,134,190025.7399,543303.425,구로-공단-000051,52201,N,20240918170454,POINT (126.88721783945263 37.4891277915915),126.88721783945263,37.4891277915915
62,110081990,1119108,136,190056.0578,542887.0444,구로-공단-000044,52201,N,20240908171400,POINT (126.88756627577739 37.48537650276246),126.88756627577739,37.48537650276246
63,110081992,1119108,138,189938.3545,543330.9821,구로-공단-000031,52201,N,20240918170454,POINT (126.88622936989444 37.48937513533555),126.88622936989444,37.48937513533555
64,110081994,1128504,140,191184.2384,541572.7881,금천-현장-000033,52201,N,20240913171717,POINT (126.90033804713804 37.47354640011258),126.90033804713804,37.47354640011258
65,110081996,1119108,142,190067.3912,542687.029,구로-공단-000025,52201,N,20241002172303,POINT (126.88769711704701 37.48357447235516),126.88769711704701,37.48357447235516
66,110081998,1119108,144,190177.6442,542918.5449,구로-공단-000026,52201,N,20240907171138,POINT (126.88894060097064 37.48566162461008),126.88894060097064,37.48566162461008
67,110081999,1119102,145,186175.6281,543524.1249,구로-수궁-000038,52201,N,20240909171454,POINT (126.84367937330862 37.491066727901156),126.84367937330862,37.491066727901156
68,110082001,1119103,146,186346.9075,544378.3133,구로-고척-000041,52201,N,20240906171233,POINT (126.84560028447049 37.49876554308625),126.84560028447049,37.49876554308625
69,110082002,1128504,147,191235.3866,541864.092,금천-현장-000043,52201,N,20240913171717,POINT (126.90091281035127 37.47617155964285),126.90091281035127,37.47617155964285
70,110082003,1128504,148,191562.0679,541234.0517,금천-현장-000054,52201,N,20240920172927,POINT (126.90461327268301 37.470497879564235),126.90461327268301,37.470497879564235
71,110082007,1119103,151,187010.1879,544729.7379,구로-고척-000057,52201,N,20241002172303,POINT (126.85309494525245 37.50194145504969),126.85309494525245,37.50194145504969
72,110082009,1119104,152,190076.9741,543688.6264,구로-구로-000045,52201,N,20240911171506,POINT (126.88779196832627 37.49259903011627),126.88779196832627,37.49259903011627
73,110082010,1119104,153,189982.7788,543414.088,구로-구로-000060,52201,N,20240905171638,POINT (126.88673055981683 37.49012440707797),126.88673055981683,37.49012440707797
74,110082011,1128101,154,192278.5737,540242.6527,금천-시흥-000063,52201,N,20240929171012,POINT (126.91272339855078 37.46157153353895),126.91272339855078,37.46157153353895
75,110082014,1119108,157,190326.423,543609.3939,구로-공단-000071,52201,N,20240918170454,POINT (126.89061373397993 37.49188778620425),126.89061373397993,37.49188778620425
76,110082015,1119508,158,188187.0318,544785.7208,구로-현장-000075,52201,N,20241002172303,POINT (126.8664032356371 37.502461664189966),126.8664032356371,37.502461664189966
77,110082017,1119108,159,189626.8762,543278.3765,구로-공단-000072,52201,N,20241002172303,POINT (126.88270812092989 37.48889771167364),126.88270812092989,37.48889771167364
78,110082020,1119108,160,189833.6919,542807.4467,구로-공단-000073,52201,N,20241002172303,POINT (126.88505314225435 37.484656902863435),126.88505314225435,37.484656902863435
79,110082021,1128504,161,191185.9999,540077.129,금천-현장-000065,52201,N,20240920172927,POINT (126.9003758447568 37.46007038132666),126.9003758447568,37.46007038132666
80,110082023,1128101,163,191656.3452,538300.2039,금천-시흥-000064,52201,N,20240922173058,POINT (126.90571222350931 37.44406443097519),126.90571222350931,37.44406443097519
81,110082024,1128101,164,192230.3811,539376.6014,금천-시흥-000066,52201,N,20241008170835,POINT (126.91218779434614 37.45376790785899),126.91218779434614,37.45376790785899
82,110081912,1125104,165,201514.2393,558010.9203,강북-삼각-431(비,52201,N,20240914171115,POINT (127.01715235012067 37.62169456293077),127.01715235012067,37.62169456293077
83,110081913,1125103,166,202145.5419,557821.508,강북-미아-304(비,52201,N,20241016170740,POINT (127.02430279276022 37.619986725546596),127.02430279276022,37.619986725546596
84,110081914,1125103,167,202828.5907,557747.4341,강북-미아-317(비,52201,N,20240927170947,POINT (127.03203947543938 37.619317481760135),127.03203947543938,37.619317481760135
85,110081917,1110106,170,203310.2584,563144.034,도봉-도봉-80(비),52201,N,20241012170657,POINT (127.03751977689959 37.667938373566216),127.03751977689959,37.667938373566216
86,110081918,1110106,171,203940.3028,564861.6339,도봉-도봉-91(비),52201,N,20241015171238,POINT (127.04467022397235 37.68341109967633),127.04467022397235,37.68341109967633
87,110081920,1110106,172,204057.2857,563786.3598,도봉-도봉-96(비),52201,N,20241007165448,POINT (127.04599044858136 37.67372260135012),127.04599044858136,37.67372260135012
88,110081923,1110106,175,202999.6602,562842.7047,도봉-도봉-107(비,52201,N,20240920172927,POINT (127.0339980963567 37.66522452270183),127.0339980963567,37.66522452270183
89,110081925,1125102,176,201795.8364,560352.5725,강북-우이-204(비,52201,N,20241004171217,POINT (127.02034785645724 37.64279201080403),127.02034785645724,37.64279201080403
90,110081926,1125104,177,201383.2596,558948.8707,강북-삼각-432(비,52201,N,20240930170849,POINT (127.01567046854888 37.63014557880901),127.01567046854888,37.63014557880901
91,110081928,1125102,179,201306.3254,559958.7139,강북-우이-210(비,52201,N,20240924174257,POINT (127.01480071223175 37.6392442320151),127.01480071223175,37.6392442320151
92,110081929,1125104,180,202002.4718,559208.4965,강북-삼각-433(비,52201,N,20240930170849,POINT (127.02268601956244 37.63248363066652),127.02268601956244,37.63248363066652
93,110081933,1125505,182,202342.3425,560321.0127,강북-현장-103(비,52201,N,20240912172010,POINT (127.02653998233197 37.64250643151109),127.02653998233197,37.64250643151109
94,110081934,1125102,183,202001.0716,560883.9619,강북-우이-205(비,52201,N,20241004171217,POINT (127.02267474416446 37.647579319440034),127.02267474416446,37.647579319440034
95,110081935,1125104,184,202072.6972,559046.4972,강북-삼각-434(비,52201,N,20240930170849,POINT (127.02348114439098 37.63102388417882),127.02348114439098,37.63102388417882
96,110081936,1125104,185,201925.9236,559129.5641,강북-삼각-435(비,52201,N,20240930170849,POINT (127.0218185965091 37.63177262446933),127.0218185965091,37.63177262446933
97,110081939,1125103,188,202070.9249,557116.1885,강북-미아-310(비,52201,N,20240927170947,POINT (127.02345560142443 37.613632051265895),127.02345560142443,37.613632051265895
98,110081940,1110106,189,203078.2776,563271.0586,도봉-도봉-133(비,52201,N,20240929171012,POINT (127.03489095107479 37.6690836471033),127.03489095107479,37.6690836471033
99,110081941,1125505,190,201883.8276,560077.4656,강북-현장-101(비,52201,N,20241012170657,POINT (127.02134413798935 37.64031316437485),127.02134413798935,37.64031316437485
100,110081942,1110509,191,203939.9008,561781.276,도봉-현장-104(비,52201,N,20241016170740,POINT (127.04464903646253 37.65565769562788),127.04464903646253,37.65565769562788
101,110081943,1110108,192,201391.7779,562095.178,도봉-쌍문-121(비,52201,N,20240917171317,POINT (127.0157729623422 37.658493291610924),127.0157729623422,37.658493291610924
102,110081945,1110106,194,204183.837,563749.6238,도봉-도봉-134(비,52201,N,20241007165448,POINT (127.04742473125592 37.67339104953598),127.04742473125592,37.67339104953598
103,110081947,1119508,196,186808.4198,543463.2787,구로-현장-000081,52201,N,20240916171145,POINT (126.85083580347347 37.4905277518648),126.85083580347347,37.4905277518648
104,110081948,1119103,197,186753.4552,545022.8602,구로-고척-000082,52201,N,20240906171233,POINT (126.85018622247854 37.50457884805807),126.85018622247854,37.50457884805807
105,110081949,1119104,198,189653.0013,544427.1024,구로-구로-000083,52201,N,20240906171233,POINT (126.88298737803895 37.49924808407508),126.88298737803895,37.49924808407508
106,110081951,1128101,200,191784.6756,538136.1173,금천-시흥-000087,52201,N,20240922173058,POINT (126.90716425077018 37.44258713637014),126.90716425077018,37.44258713637014
107,110081952,1119103,201,186860.8691,544999.1067,구로-고척-000085,52201,N,20240906171233,POINT (126.85140145646209 37.50436636287307),126.85140145646209,37.50436636287307
108,110081953,1128504,202,191551.1346,541354.6112,금천-현장-000086,52201,N,20240909171454,POINT (126.90448829506225 37.47158403203393),126.90448829506225,37.47158403203393
109,110081954,1128101,203,192228.3467,539280.7948,금천-시흥-000088,52201,N,20241008170835,POINT (126.91216581102152 37.45290466162027),126.91216581102152,37.45290466162027
110,110081955,1119108,204,190585.1126,543128.6369,구로-공단-000089,52201,N,20240910170747,POINT (126.89354507067208 37.48755880832255),126.89354507067208,37.48755880832255
111,110081959,1119103,207,186815.4636,545047.8039,구로-고척-000014,52201,N,20240906171233,POINT (126.85088706657528 37.504804478702994),126.85088706657528,37.504804478702994
112,110082371,1116104,208,192719.9335,540470.513,관악-난곡-000004,52201,N,20240921173252,POINT (126.9177099090284 37.46362815879523),126.9177099090284,37.46362815879523
113,110082372,1116102,209,196299.0029,543519.2812,관악-봉천-000012,52201,N,20240917171317,POINT (126.9581505207942 37.49111909184895),126.9581505207942,37.49111909184895
114,110082373,1116509,210,196478.9475,541298.4696,관악-현장-000025,52201,N,20240912172010,POINT (126.96019588170176 37.47111008725187),126.96019588170176,37.47111008725187
115,110082376,1102102,214,196389.7698,545488.2179,동작-노량-000022,52201,N,20240914171115,POINT (126.95916721932711 37.50885968675257),126.95916721932711,37.50885968675257
116,110082377,1102102,215,196103.9236,545947.089,동작-노량-000023,52202,N,20240928171131,POINT (126.95593178371537 37.512992972752876),126.95593178371537,37.512992972752876
117,110082379,1102102,217,196438.6907,545296.6544,동작-노량-000026,52201,N,20240914171115,POINT (126.95972145656907 37.50713388062495),126.95972145656907,37.50713388062495
118,110082381,1102102,219,194911.3708,545306.6465,동작-노량-000028,52205,N,20240903172933,POINT (126.94244734816212 37.50721675672287),126.94244734816212,37.50721675672287
119,110081502,1109102,220,200485.8692,554844.3547,성북-돈암-76(비),52201,N,20241015171238,POINT (127.00550151895516 37.59316525172267),127.00550151895516,37.59316525172267
120,110081503,1109104,221,204524.6277,557843.7154,성북-장위-77(비),52201,N,20241014170658,POINT (127.0512510934268 37.620178184374296),127.0512510934268,37.620178184374296
121,110082368,1102104,1,195875.0012,544536.5581,동작-백운-000005,52201,N,20240921173252,POINT (126.9533503700181 37.50028302706072),126.9533503700181,37.50028302706072
122,110082383,1102102,3,194342.0537,545508.5311,동작-노량-000030,52201,N,20240907171138,POINT (126.93600679389128 37.50903243299369),126.93600679389128,37.50903243299369
123,110082384,1102508,4,193448.4947,543896.1326,동작-현장-000032,52201,N,20240911171506,POINT (126.92591471484862 37.49449873274264),126.92591471484862,37.49449873274264
124,110082369,1116103,5,193295.1647,542693.3477,관악-신림-000003,52201,N,20240905171638,POINT (126.92419179283658 37.483660456497645),126.92419179283658,37.483660456497645
125,110082370,1116102,6,194619.6613,543297.3637,관악-봉천-000029,52201,N,20241011171100,POINT (126.93916278934887 37.48911134667217),126.93916278934887,37.48911134667217
126,110082385,1102102,7,196117.5139,545740.8235,동작-노량-000033,52201,N,20240907171138,POINT (126.95608659134052 37.511134569564796),126.95608659134052,37.511134569564796
127,110082387,1102104,9,197296.7475,543073.1641,동작-백운-000035,52201,N,20240913171717,POINT (126.96943427648607 37.48710300035075),126.96943427648607,37.48710300035075
128,110082389,1116102,11,195430.9411,543159.7399,관악-봉천-000041,52201,N,20241014170658,POINT (126.9483370398003 37.487875713485174),126.9483370398003,37.487875713485174
129,110081233,1106102,13,195854.5337,548325.5035,용산-이촌-000061,52201,N,20240923174024,POINT (126.95309754142144 37.534421453583086),126.95309754142144,37.534421453583086
130,110081234,1106105,14,199642.4882,547057.1828,용산-서빙-000062,52201,N,20240928171131,POINT (126.99595567160435 37.52300310667189),126.99595567160435,37.52300310667189
131,110081235,1106104,15,197891.0495,550120.2226,용산-후암-000073,52201,N,20241008170835,POINT (126.97613384518456 37.550598767812126),126.97613384518456,37.550598767812126
132,110081237,1106102,17,196450.6972,548478.9431,용산-이촌-000074,52201,N,20241007165448,POINT (126.95984188618685 37.53580643143597),126.95984188618685,37.53580643143597
133,110081240,1106104,19,198632.3673,549121.9958,용산-후암-000077,52201,N,20241010170938,POINT (126.98452490314503 37.54160615153459),126.98452490314503,37.54160615153459
134,110081241,1106103,20,200179.6345,547637.7509,용산-이태-000078,52201,N,20241002172303,POINT (127.00203224519706 37.528234089831855),127.00203224519706,37.528234089831855
135,110081242,1106508,21,197019.1481,548856.3043,용산-현장-000079,52201,N,20240927170947,POINT (126.96627201572373 37.53920846868916),126.96627201572373,37.53920846868916
136,110081245,1106508,23,197061.6492,547539.1794,용산-현장-000082,52201,N,20240917171317,POINT (126.96675817815806 37.52734129805386),126.96675817815806,37.52734129805386
137,110081246,1106104,24,197796.5012,550337.3639,용산-후암-000083,52201,N,20241008170835,POINT (126.97506322790629 37.552554985800526),126.97506322790629,37.552554985800526
138,110081247,1106103,25,200210.8922,547893.5713,용산-이태-000084,52201,N,20240924174257,POINT (127.00238594395131 37.53053902919394),127.00238594395131,37.53053902919394
139,110081248,1106103,26,199779.5666,547453.0071,용산-이태-000085,52201,N,20241002172303,POINT (126.99750624315257 37.52656953577557),126.99750624315257,37.52656953577557
140,110081252,1106508,30,197747.9994,548588.2416,용산-현장-000089,52201,N,20240917171317,POINT (126.97451970236685 37.536795290604424),126.97451970236685,37.536795290604424
141,110081254,1106103,32,199765.0399,547540.9396,용산-이태-000091,52201,N,20241002172303,POINT (126.99734187489261 37.52736180577581),126.99734187489261,37.52736180577581
142,110081255,1106104,33,197830.3172,550368.8502,용산-후암-000092,52201,N,20241008170835,POINT (126.97544582703894 37.55283875693032),126.97544582703894,37.55283875693032
143,110081256,1106104,34,198513.027,549575.3413,용산-후암-000093,52201,N,20241010170938,POINT (126.98317362066405 37.545690607138134),126.98317362066405,37.545690607138134
144,110081259,1106103,36,199988.9767,548101.8416,용산-이태-000095,52201,N,20240924174257,POINT (126.99987528398441 37.53241557136506),126.99987528398441,37.53241557136506
145,110081262,1106103,39,200465.4957,547766.2077,용산-이태-000103,52201,N,20240924174257,POINT (127.0052663381242 37.529391387875734),127.0052663381242,37.529391387875734
146,110081263,1106508,40,197047.9536,550364.7318,용산-현장-000106,52201,N,20240910170747,POINT (126.9665918818356 37.55279947706114),126.9665918818356,37.55279947706114
147,110081265,1106103,42,199498.2569,549044.5185,용산-이태-000110,52201,N,20241004171217,POINT (126.99432270755837 37.54090895871928),126.99432270755837,37.54090895871928
148,110081266,1106103,43,200228.7714,548777.5779,용산-이태-000099,52201,N,20240924174257,POINT (127.00258849683185 37.53850393187433),127.00258849683185,37.53850393187433
149,110081267,1106104,44,198862.3918,549253.4928,용산-후암-000100,52201,N,20241010170938,POINT (126.98712748258284 37.54279125144794),126.98712748258284,37.54279125144794
150,110081269,1106104,45,198538.402,549376.864,용산-후암-000102,52201,N,20241010170938,POINT (126.98346115568484 37.543902368746586),126.98346115568484,37.543902368746586
151,110081270,1106105,46,199727.4014,547209.2851,용산-서빙-000104,52201,N,20240923174024,POINT (126.99691619010754 37.524373581187014),126.99691619010754,37.524373581187014
152,110081273,1106105,48,199394.6315,546772.0293,용산-서빙-000108,52201,N,20240929171012,POINT (126.99315204404908 37.52043373636431),126.99315204404908,37.52043373636431
153,110081274,1106103,49,199352.9805,548425.0442,용산-이태-000133,52201,N,20241004171217,POINT (126.99267943071636 37.535327403015856),126.99267943071636,37.535327403015856
154,110081275,1106102,50,196894.7913,546982.7029,용산-이촌-000134,52201,N,20241006170340,POINT (126.964872851265 37.52232688637791),126.964872851265,37.52232688637791
155,110081276,1106508,51,197060.255,550193.3554,용산-현장-000135,52201,N,20240910170747,POINT (126.96673178231484 37.55125541840385),126.96673178231484,37.55125541840385
156,110081277,1107105,52,205439.5473,554219.5984,동대문-휘경-061(,52201,N,20240930170849,POINT (127.06158758568927 37.587520306742626),127.06158758568927,37.587520306742626
157,110081279,1107105,54,205548.1673,554081.2326,동대문-휘경-063(,52201,N,20240930170849,POINT (127.06281635360612 37.58627299347519),127.06281635360612,37.58627299347519
158,110081281,1107102,56,204158.4829,554320.4302,동대문-청량-065(,52205,N,20241014170658,POINT (127.0470837091412 37.58843547026867),127.0470837091412,37.58843547026867
159,110081282,1107102,57,204193.3712,554268.1846,동대문-청량-066(,52201,N,20241014170658,POINT (127.0474784268048 37.587964583194086),127.0474784268048,37.587964583194086
160,110081283,1107104,58,203204.1552,553526.2782,동대문-용두-067(,52201,N,20240919171236,POINT (127.0362750275468 37.581284032155686),127.0362750275468,37.581284032155686
161,110081495,1109507,562,203011.5696,555226.0682,성북-현장-69(비),52201,N,20241008170835,POINT (127.034101705682 37.59659966006925),127.034101705682,37.59659966006925
162,110081496,1109507,563,203530.2783,555066.8631,성북-현장-70(비),52201,N,20241013171004,POINT (127.03997456906714 37.595163392856826),127.03997456906714,37.595163392856826
163,110081497,1109507,564,202919.8856,555283.0913,성북-현장-71(비),52201,N,20241008170835,POINT (127.0330637433965 37.597113728555364),127.0330637433965,37.597113728555364
164,110081498,1109507,565,204419.3171,556344.5422,성북-현장-136(비,52201,N,20240929171012,POINT (127.05004917249464 37.606671319377746),127.05004917249464,37.606671319377746
165,110081500,1109507,567,202588.869,555340.6264,성북-현장-74(비),52201,N,20241004171217,POINT (127.02931563330407 37.59763310520983),127.02931563330407,37.59763310520983
166,110081501,1109507,568,204490.8367,556181.8135,성북-현장-75(비),52201,N,20241005170403,POINT (127.0508581400096 37.60520480450171),127.0508581400096,37.60520480450171
167,110080567,1123105,569,196542.312,552357.139,서대문-북아-122(,52201,N,20241016170740,POINT (126.96086017981371 37.57074923781124),126.96086017981371,37.57074923781124
168,110080104,1112106,574,191707.7581,557464.8758,은평-역촌--9(비),52201,N,20240918170454,POINT (126.90607694579111 37.616738637384124),126.90607694579111,37.616738637384124
169,110080108,1112508,575,192365.6295,558790.3143,은평-현장-13(비),52205,N,20240904171437,POINT (126.91351456189622 37.628686352438415),126.91351456189622,37.628686352438415
170,110082366,1102102,355,196085.9214,545582.0499,동작-노량-000002,52201,N,20240928171131,POINT (126.9557301048865 37.50970387927571),126.9557301048865,37.50970387927571
171,110080621,1104103,357,198835.4636,551039.55,중부-충무-000260,52201,N,20240920172927,POINT (126.98681994521912 37.55888356332492),126.98681994521912,37.55888356332492
172,110081072,1105103,359,205881.8865,548361.8924,광진-능동-000041,52201,N,20240908171400,POINT (127.06654887117888 37.53473988089962),127.06654887117888,37.53473988089962
173,110081074,1105107,360,207768.6406,552009.623,광진-중곡-000057,52201,N,20241013171004,POINT (127.08793457842708 37.567591873951415),127.08793457842708,37.567591873951415
174,110081075,1127303,361,202356.1961,549917.6559,성동-금호-000052,52201,N,20240914171115,POINT (127.02666348461099 37.548773046342696),127.02666348461099,37.548773046342696
175,110081077,1127301,363,204993.8929,549045.9516,성동-성수-000050,52201,N,20240911171506,POINT (127.05650658485187 37.54090848789714),127.05650658485187,37.54090848789714
176,110081078,1105509,364,206972.5558,548578.4305,광진-현장-000055,52201,N,20240924174257,POINT (127.07889097287483 37.53668329017924),127.07889097287483,37.53668329017924
177,110081079,1127504,365,202723.39,551056.7424,성동-현장-000051,52201,N,20240927170947,POINT (127.03082299681948 37.55903517867286),127.03082299681948,37.55903517867286
178,110081081,1127302,366,202607.2114,551387.2601,성동-왕십-000054,52201,N,20240915171258,POINT (127.02950927618168 37.56201346834875),127.02950927618168,37.56201346834875
179,110080614,1100106,369,198396.7461,550725.0073,중부-회현-000252,52201,N,20240908171400,POINT (126.98185529131858 37.55604888342786),126.98185529131858,37.55604888342786
180,110081086,1105107,371,207054.8722,551908.0682,광진-중곡-000064,52201,N,20240912172010,POINT (127.07985434197163 37.56668261156143),127.07985434197163,37.56668261156143
181,110081087,1105103,372,206530.2166,550720.6823,광진-능동-000066,52201,N,20240924174257,POINT (127.07390518351626 37.55598817960571),127.07390518351626,37.55598817960571
182,110081088,1105509,373,208133.2277,549852.6075,광진-현장-000059,52201,N,20240909171454,POINT (127.09203749054903 37.548154102311344),127.09203749054903,37.548154102311344
183,110081091,1105509,376,208093.8622,548992.634,광진-현장-000061,52201,N,20240909171454,POINT (127.0915825429784 37.540406102939635),127.0915825429784,37.540406102939635
184,110081092,1105509,377,209270.6945,549863.3455,광진-현장-000067,52201,N,20240909171454,POINT (127.1049094456492 37.54824011690655),127.1049094456492,37.54824011690655
185,110080616,1100106,378,197947.585,551075.8154,중부-회현-000255,52201,N,20240908171400,POINT (126.97677096261718 37.55920876410694),126.97677096261718,37.55920876410694
186,110081094,1127504,380,204245.3953,548695.5981,성동-현장-000072,52201,N,20240928171131,POINT (127.04803520948815 37.53775555255635),127.04803520948815,37.53775555255635
187,110081095,1127504,381,204424.6667,548636.0918,성동-현장-000073,52201,N,20240928171131,POINT (127.05006324550624 37.537218558270666),127.05006324550624,37.537218558270666
188,110081097,1127301,384,205750.6555,550051.3783,성동-성수-000070,52201,N,20240911171506,POINT (127.06507732731993 37.54996296044563),127.06507732731993,37.54996296044563
189,110081098,1127302,385,203905.3962,551600.7406,성동-왕십-000076,52201,N,20241012170657,POINT (127.04420369183858 37.56393233286522),127.04420369183858,37.56393233286522
190,110081099,1127303,386,201787.493,550859.3167,성동-금호-000078,52201,N,20240910170747,POINT (127.02023014824182 37.55725866879477),127.02023014824182,37.55725866879477
191,110081100,1127504,387,204137.4828,551141.1944,성동-현장-000074,52201,N,20240920172927,POINT (127.04682799929907 37.55979082556728),127.04682799929907,37.55979082556728
192,110081103,1105107,390,207891.0777,551313.8844,광진-중곡-000020,52201,N,20241013171004,POINT (127.08931297944602 37.56132226238547),127.08931297944602,37.56132226238547
193,110081104,1127302,391,203494.1408,552221.2568,성동-왕십-000022,52201,N,20240929171012,POINT (127.03955180564917 37.56952480821132),127.03955180564917,37.56952480821132
194,110081105,1105509,392,207251.3391,548811.9555,광진-현장-000079,52201,N,20240915171258,POINT (127.08204756854904 37.53878519977053),127.08204756854904,37.53878519977053
195,110081106,1105103,393,206855.5647,549511.731,광진-능동-000080,52201,N,20241001170335,POINT (127.07757599024299 37.5450931956319),127.07757599024299,37.5450931956319
196,110081109,1105103,396,206014.348,549402.8949,광진-능동-000084,52201,N,20241001170335,POINT (127.06805609107693 37.5441184537336),127.06805609107693,37.5441184537336
197,110081111,1127504,398,203569.8244,549746.5196,성동-현장-000089,52201,N,20240914171115,POINT (127.0403964641082 37.54722721083616),127.0403964641082,37.54722721083616
198,110081112,1127302,399,204901.0638,550987.1174,성동-왕십-000087,52201,N,20240910170747,POINT (127.05546917078765 37.55839885297988),127.05546917078765,37.55839885297988
199,110081113,1127301,400,205673.6463,549978.3705,성동-성수-000088,52201,N,20240911171506,POINT (127.06420528850903 37.54930563873708),127.06420528850903,37.54930563873708
200,110080619,1104103,402,198600.9355,550906.5358,중부-충무-000258,52201,N,20241015171238,POINT (126.98416584374573 37.557684782994805),126.98416584374573,37.557684782994805
201,110081120,1127303,406,200861.2701,549031.1991,성동-금호-000105,52201,N,20240921173252,POINT (127.00974537441675 37.540788685290345),127.00974537441675,37.540788685290345
202,110081121,1105103,407,205731.9212,548665.5199,광진-능동-000086,52201,N,20240908171400,POINT (127.06485450311649 37.537476508706874),127.06485450311649,37.537476508706874
203,110082129,1116102,408,193981.6739,543601.3185,관악-봉천-000175,52201,N,20240913171717,POINT (126.93194638159535 37.491846065561994),126.93194638159535,37.491846065561994
204,110082130,1116102,409,195914.6809,543197.4858,관악-봉천-000176,52201,N,20240911171506,POINT (126.95380653929107 37.48821807211958),126.95380653929107,37.48821807211958
205,110082132,1116509,411,193995.3572,541482.9153,관악-현장-000178,52201,N,20240913171717,POINT (126.93211837832789 37.47275916810116),126.93211837832789,37.47275916810116
206,110082133,1116102,412,195572.6561,542671.0924,관악-봉천-000179,52201,N,20240912172010,POINT (126.9499423673535 37.48347365038614),126.9499423673535,37.48347365038614
207,110082134,1116103,413,194141.7197,542367.135,관악-신림-000181,52201,N,20241012170657,POINT (126.93376595353632 37.480727006815435),126.93376595353632,37.480727006815435
208,110082135,1102102,414,195296.3793,545725.5978,동작-노량-000274,52201,N,20240921173252,POINT (126.94679913291712 37.51099356745119),126.94679913291712,37.51099356745119
209,110082139,1102103,418,194612.682,544705.6678,동작-상도-000278,52205,N,20240924174257,POINT (126.93907356499491 37.50180021481343),126.93907356499491,37.50180021481343
210,110082140,1102103,419,193927.4204,543784.559,동작-상도-000279,52201,N,20240911171506,POINT (126.9313313864639 37.49349671957622),126.9313313864639,37.49349671957622
211,110082142,1102104,421,196694.1292,543393.2147,동작-백운-000281,52201,N,20240904171437,POINT (126.96261902507945 37.48998472157065),126.96261902507945,37.48998472157065
212,110082144,1116509,423,193791.6793,540108.3208,관악-현장-000007,52205,N,20241010170938,POINT (126.92982740770505 37.46037258130752),126.92982740770505,37.46037258130752
213,110082145,1116509,424,197072.5106,540993.2909,관악-현장-000010,52201,N,20240912172010,POINT (126.966907090937 37.468362464583294),126.966907090937,37.468362464583294
214,110082146,1116104,425,192494.7564,540494.0321,관악-난곡-000009,52201,N,20241014170658,POINT (126.91516438711662 37.46383826856565),126.91516438711662,37.46383826856565
215,110082147,1116103,426,194093.2329,541827.8091,관악-신림-000008,52201,N,20240925172028,POINT (126.9332220835833 37.475867324256036),126.9332220835833,37.475867324256036
216,110082149,1116104,428,193069.1473,540759.639,관악-난곡-000080,52201,N,20240906171233,POINT (126.92165451874457 37.4662358976421),126.92165451874457,37.4662358976421
217,110082152,1116104,431,192928.0754,541853.66,관악-난곡-000087,52201,N,20240913171717,POINT (126.92004936307166 37.47609206447774),126.92004936307166,37.47609206447774
218,110082153,1116509,432,193701.276,540105.97,관악-현장-000006,52205,N,20241010170938,POINT (126.92880560082678 37.46035078915431),126.92880560082678,37.46035078915431
219,110082155,1116509,434,194711.2899,541622.4983,관악-현장-000030,52201,N,20240917171317,POINT (126.94021088823978 37.47402119682535),126.94021088823978,37.47402119682535
220,110082157,1116509,436,194252.985,540573.6361,관악-현장-000036,52201,N,20240907171138,POINT (126.93503791158346 37.46456810576538),126.93503791158346,37.46456810576538
221,110082158,1116509,437,194541.5316,540838.8158,관악-현장-000038,52201,N,20240907171138,POINT (126.93829756809556 37.46695915158663),126.93829756809556,37.46695915158663
222,110081563,1109103,438,200973.4235,556626.5251,성북-길음-101(비,52201,N,20241016170740,POINT (127.01102448745702 37.609222053589946),127.01102448745702,37.609222053589946
223,110081564,1109104,439,204527.5691,556703.9304,성북-장위-102(비,52201,N,20241014170658,POINT (127.0512773588204 37.60990884195821),127.0512773588204,37.60990884195821
224,110081565,1109507,440,203334.4181,556084.7013,성북-현장-103(비,52201,N,20240914171115,POINT (127.03776141092862 37.60433475036754),127.03776141092862,37.60433475036754
225,110081292,1107103,758,204875.442,554008.2291,동대문-전농-13(?,52201,N,20240923174024,POINT (127.05519927510115 37.5856190449238),127.05519927510115,37.5856190449238
226,110081295,1107102,761,204023.1317,554282.0481,동대문-청량-036(,52201,N,20241014170658,POINT (127.0455510081084 37.58809025183467),127.0455510081084,37.58809025183467
227,110081296,1107103,762,204469.3541,553690.7898,동대문-전농-37(?,52201,N,20240923174024,POINT (127.0505996536329 37.5827609998703),127.0505996536329,37.5827609998703
228,110081298,1107103,764,205919.6001,553440.3598,동대문-전농-14(?,52201,N,20240928171131,POINT (127.06701653709108 37.580496463133635),127.06701653709108,37.580496463133635
229,110081299,1107103,765,204420.7407,553627.169,동대문-전농-16(?,52201,N,20240923174024,POINT (127.05004889499052 37.582188015448125),127.05004889499052,37.582188015448125
230,110081301,1107105,767,205338.3949,554688.3084,동대문-휘경-018(,52201,N,20240925172028,POINT (127.06044573477257 37.59174393793287),127.06044573477257,37.59174393793287
231,110081302,1107102,768,205438.7469,554856.7051,동대문-청량-019(,52201,N,20240922173058,POINT (127.06158325297746 37.593260590447706),127.06158325297746,37.593260590447706
232,110081304,1107102,769,203843.6627,553525.1551,동대문-청량-020(,52201,N,20241014170658,POINT (127.04351504129107 37.58127146621949),127.04351504129107,37.58127146621949
233,110081305,1107104,770,203063.2678,553792.3147,동대문-용두-033(,52201,N,20240715120037,POINT (127.03468111888371 37.58368148268413),127.03468111888371,37.58368148268413
