연번,비상소화장치일련번호,안전센터ID,일련번호,X좌표,Y좌표,비상소화장치고유번호,사용구분,삭제여부,업데이트날짜,geometry,lon,lat
539,110082264,1102508,725,193163.2426,543964.8239,동작-현장-000211,52201,N,20240914171115,POINT (126.92268841116471 37.49511557867924),126.92268841116471,37.49511557867924
540,110082265,1102508,726,193519.3052,544075.0637,동작-현장-000212,52201,N,20240911171506,POINT (126.92671387336169 37.49611141230663),126.92671387336169,37.49611141230663
541,110082267,1102103,727,194779.6671,544213.8205,동작-상도-000224,52201,N,20240925172028,POINT (126.94096552638906 37.497369601449954),126.94096552638906,37.497369601449954
542,110082268,1116509,728,197968.2898,541709.9366,관악-현장-000122,52201,N,20240912172010,POINT (126.97703117645221 37.47482191879532),126.97703117645221,37.47482191879532
543,110082270,1102103,730,193992.618,544476.8418,동작-상도-000226,52201,N,20240911171506,POINT (126.93206298896733 37.49973465542519),126.93206298896733,37.49973465542519
544,110082271,1102103,731,195291.2762,544068.2161,동작-상도-000227,52201,N,20240925172028,POINT (126.94675202019673 37.49606044620084),126.94675202019673,37.49606044620084
545,110082272,1102104,732,197635.0759,542157.2845,동작-백운-000215,52201,N,20240914171115,POINT (126.97326270200527 37.478851773870026),126.97326270200527,37.478851773870026
546,110082273,1102104,733,197469.21,542145.3562,동작-백운-000231,52201,N,20240914171115,POINT (126.97138750076887 37.47874385955685),126.97138750076887,37.47874385955685
547,110082275,1102104,735,197970.0363,543044.6661,동작-백운-000228,52201,N,20240910170747,POINT (126.97704724268402 37.48684795533345),126.97704724268402,37.48684795533345
548,110082277,1102104,737,195348.5802,544705.6605,동작-백운-000247,52201,N,20240912172010,POINT (126.94739600585181 37.50180414821001),126.94739600585181,37.50180414821001
549,110082278,1116509,738,195149.8154,542417.0733,관악-현장-000134,52201,N,20240923174024,POINT (126.94516320611174 37.48118279467314),126.94516320611174,37.48118279467314
550,110082279,1116509,739,197200.1208,541350.2721,관악-현장-000133,52201,N,20240912172010,POINT (126.96834826507205 37.47157929813772),126.96834826507205,37.47157929813772
551,110082280,1116104,740,192999.0259,542084.8648,관악-난곡-000136,52201,N,20240913171717,POINT (126.92084928612404 37.47817578000026),126.92084928612404,37.47817578000026
552,110080160,1112107,745,191392.2778,554683.2091,은평-수색-44(비),52201,N,20241002172303,POINT (126.90253632960678 37.59167323166092),126.90253632960678,37.59167323166092
553,110080163,1123505,748,194808.945,550926.4273,서대문-현장-14(?,52201,N,20240913171717,POINT (126.94124920294661 37.55785044961219),126.94124920294661,37.55785044961219
554,110080166,1123102,750,192460.8485,553357.3884,서대문-북가-37(?,52201,N,20240910170747,POINT (126.91464918787565 37.57973706361736),126.91464918787565,37.57973706361736
555,110080782,1103109,973,200843.2956,553351.5562,종로-숭인-6-45(?,52201,N,20241014170658,POINT (127.0095469562948 37.579714985339876),127.0095469562948,37.579714985339876
556,110080783,1103109,974,201016.2183,553086.1316,종로-숭인-6-51(?,52201,N,20241002172303,POINT (127.01150424759877 37.5773233508038),127.01150424759877,37.5773233508038
557,110080784,1103109,975,201102.2659,553074.2322,종로-숭인-6-52(?,52201,N,20240922173058,POINT (127.01247834410303 37.57721603894015),127.01247834410303,37.57721603894015
558,110080785,1103109,976,201046.3191,552696.2646,종로-숭인-6-60(?,52201,N,20241002172303,POINT (127.01184445171087 37.573810636690325),127.01184445171087,37.573810636690325
559,110080786,1103109,977,200931.6577,552929.2805,종로-숭인-6-57(?,52201,N,20241002172303,POINT (127.0105467676755 37.575910220599155),127.0105467676755,37.575910220599155
560,110080787,1104106,978,200355.2425,550239.3244,중부-신당-13(비),52201,N,20240930170849,POINT (127.00402019601012 37.55167421651375),127.00402019601012,37.55167421651375
561,110080788,1104106,979,199516.8922,550582.3611,중부-신당-000014,52201,N,20240929171012,POINT (126.99453255661442 37.554764912124654),126.99453255661442,37.554764912124654
562,110080789,1103109,980,200965.005,553119.1124,종로-숭인-6-49(?,52201,N,20241002172303,POINT (127.01092452338399 37.577620560994966),127.01092452338399,37.577620560994966
563,110080791,1104508,982,200754.3873,551313.9334,중부-현장-000015,52201,N,20241006170340,POINT (127.00853832867128 37.56135617624493),127.00853832867128,37.56135617624493
564,110080792,1103109,983,201776.0901,552548.2349,종로-숭인-6-31(?,52201,N,20241004171217,POINT (127.02010518385352 37.57247577877055),127.02010518385352,37.57247577877055
565,110080795,1103109,985,201221.2475,553028.8593,종로-숭인-6-64(?,52201,N,20240922173058,POINT (127.0138252151227 37.57680708162538),127.0138252151227,37.57680708162538
566,110080797,1103109,987,201659.1319,553059.9529,종로-숭인-6-03(?,52201,N,20241013171004,POINT (127.01878238531673 37.57708654856816),127.01878238531673,37.57708654856816
567,110080798,1103109,988,200730.6527,552875.9604,종로-숭인-6-44(?,52201,N,20241002172303,POINT (127.00827125112156 37.57542999077094),127.00827125112156,37.57542999077094
568,110080799,1103105,989,200686.5955,553033.9252,종로-연건-4-07(?,52201,N,20241002172303,POINT (127.00777265572326 37.5768532787757),127.00777265572326,37.5768532787757
569,110080800,1104105,990,199517.5742,551519.5124,중부-을지-000025,52201,N,20241013171004,POINT (126.9945396588315 37.56320861851517),126.9945396588315,37.56320861851517
570,110080801,1104106,991,200438.0554,550121.2477,중부-신당-24(비),52201,N,20240930170849,POINT (127.00495729970038 37.5506103118259),127.00495729970038,37.5506103118259
571,110080803,1103109,993,201566.9784,552795.6474,종로-숭인-6-07(?,52201,N,20241004171217,POINT (127.01773858662692 37.57470533199585),127.01773858662692,37.57470533199585
572,110080804,1104508,994,200819.6891,551200.3471,중부-현장-000035,52201,N,20241006170340,POINT (127.00927730253174 37.56033271154397),127.00927730253174,37.56033271154397
573,110080805,1103109,995,201815.8838,552623.0539,종로-숭인-6-32(?,52201,N,20240906171233,POINT (127.02055583029608 37.57314981659236),127.02055583029608,37.57314981659236
574,110080806,1103109,996,201057.621,552342.4568,종로-숭인-6-15(?,52203,N,20240910170747,POINT (127.01197188021656 37.57062283298494),127.01197188021656,37.57062283298494
575,110080807,1103109,997,201121.6071,552354.4095,종로-숭인-6-17(?,52201,N,20240910170747,POINT (127.01269619756852 37.57073045057747),127.01269619756852,37.57073045057747
576,110080808,1103109,998,201290.9181,552349.0529,종로-숭인-6-24(?,52201,N,20240927170947,POINT (127.01461272900882 37.570681966195316),127.01461272900882,37.570681966195316
577,110080810,1103109,1000,201058.4228,552409.6439,종로-숭인-6-14(?,52201,N,20240910170747,POINT (127.01198105326712 37.57122818464884),127.01198105326712,37.57122818464884
578,110082494,1122102,811,206837.5947,554186.993,중랑-면목-2-17(?,52201,N,20240922173058,POINT (127.07741622723192 37.58721721444986),127.07741622723192,37.58721721444986
579,110082496,1122102,813,207880.2039,553169.7081,중랑-면목-2-19(?,52201,N,20240704084318,POINT (127.08920984815049 37.57804322252317),127.08920984815049,37.57804322252317
580,110082497,1122103,814,209075.5967,554728.0387,중랑-망우-3-25(?,52201,N,20240918170454,POINT (127.10276187588464 37.59207264883536),127.10276187588464,37.59207264883536
581,110082498,1122103,815,208550.7736,555089.8647,중랑-망우-3-26(?,52201,N,20240918170454,POINT (127.09682359950422 37.595337690799276),127.09682359950422,37.595337690799276
582,110082499,1122103,816,208872.9633,554401.4369,중랑-망우-3-27(?,52201,N,20240925172028,POINT (127.10046353034704 37.58913197165607),127.10046353034704,37.58913197165607
583,110082500,1122104,817,206612.0049,556810.0358,중랑-중화-4-15(?,52201,N,20240917171317,POINT (127.0748857520767 37.61085222066076),127.0748857520767,37.61085222066076
584,110082501,1122104,818,206464.9284,555112.3163,중랑-중화-4-16(?,52201,N,20241006170340,POINT (127.07320501482613 37.59555698978394),127.07320501482613,37.59555698978394
585,110082504,1122103,820,207949.3018,554778.0882,중랑-망우-3-28(?,52201,N,20240925172028,POINT (127.09000953447705 37.59253400425326),127.09000953447705,37.59253400425326
586,110082506,1122102,821,207503.2964,553125.8581,중랑-면목-2-10(?,52201,N,20240704084318,POINT (127.08494252673717 37.577651284390654),127.08494252673717,37.577651284390654
587,110082507,1122103,822,209133.3734,555272.1094,중랑-망우-3-18(?,52201,N,20240927170947,POINT (127.10342285743637 37.59697410112303),127.10342285743637,37.59697410112303
588,110082508,1122103,823,207781.0829,554435.7485,중랑-망우-3-14(?,52201,N,20240927170947,POINT (127.08810116666133 37.58945099104089),127.08810116666133,37.58945099104089
589,110082509,1122102,824,207899.9822,553525.6531,중랑-면목-2-2(비,52201,N,20240924174257,POINT (127.08943758925146 37.5812500920762),127.08943758925146,37.5812500920762
590,110082511,1122102,826,207981.5416,553326.5719,중랑-면목-2-11(?,52201,N,20240704084318,POINT (127.09035877393066 37.579455681776516),127.09035877393066,37.579455681776516
591,110082469,1121102,827,187077.6269,546796.5899,양천-신정-024(비,52201,N,20240905171638,POINT (126.85382131456197 37.52056476785705),126.85382131456197,37.52056476785705
592,110082465,1121102,828,186113.1455,547265.2032,양천-신정-018(비,52201,N,20240905171638,POINT (126.84290222476527 37.52477296330936),126.84290222476527,37.52477296330936
593,110082466,1121102,829,187067.6198,546845.3872,양천-신정-020(비,52201,N,20240905171638,POINT (126.85370725556423 37.52100429137471),126.85370725556423,37.52100429137471
594,110082468,1121102,831,186751.9192,546828.2061,양천-신정-023(비,52201,N,20240905171638,POINT (126.85013633053205 37.52084501230518),126.85013633053205,37.52084501230518
595,110082470,1121103,832,188048.7232,549478.8201,양천-목동-026(비,52201,N,20240911171506,POINT (126.86476275739152 37.544744709615166),126.86476275739152,37.544744709615166
596,110082471,1121506,833,186885.2866,547271.7827,양천-현장-027(비,52201,N,20241011171100,POINT (126.85163707795543 37.52484354034327),126.85163707795543,37.52484354034327
597,110082474,1121506,835,188208.208,548282.0402,양천-현장-030(비,52201,N,20240907171138,POINT (126.86658665100767 37.533963803794094),126.86658665100767,37.533963803794094
598,110082476,1121102,837,186653.9893,546876.5286,양천-신정-033(비,52201,N,20240905171638,POINT (126.84902766356728 37.521278987104054),126.84902766356728,37.521278987104054
599,110082477,1121104,838,184745.6488,546945.598,양천-신월-034(비,52201,N,20241003171106,POINT (126.82743884302248 37.52187173479354),126.82743884302248,37.52187173479354
600,110080527,1103106,841,196247.9569,555708.1225,종로-신영-5-35(?,52201,N,20241016170740,POINT (126.9575110262754 37.60094020436988),126.9575110262754,37.60094020436988
601,110080528,1103106,842,197132.1227,555329.9523,종로-신영-5-09(?,52201,N,20240928171131,POINT (126.96752499646281 37.59753610550036),126.96752499646281,37.59753610550036
602,110080529,1103106,843,196991.4043,554916.6166,종로-신영-5-10(?,52201,N,20240928171131,POINT (126.96593324053585 37.59381153748454),126.96593324053585,37.59381153748454
603,110080530,1103106,844,196209.0504,555813.3799,종로-신영-5-37(?,52201,N,20241016170740,POINT (126.9570698955577 37.601888403959705),126.9570698955577,37.601888403959705
604,110080531,1103108,845,199402.7836,552220.398,종로-종로-3-07(?,52201,N,20240926171119,POINT (126.99323982964773 37.5695235022772),126.99323982964773,37.5695235022772
605,110080532,1103108,846,199547.796,552206.2925,종로-종로-3-09(?,52201,N,20240926171119,POINT (126.99488130117665 37.56939649493891),126.99488130117665,37.56939649493891
606,110080534,1123105,848,195891.0161,553082.0899,서대문-북아-139(,52201,N,20240925172028,POINT (126.95348367723449 37.577278331170284),126.95348367723449,37.577278331170284
607,110080535,1103108,849,198983.5463,553384.0624,종로-종로-3-01(?,52201,N,20240925172028,POINT (126.98849267441528 37.58000768939877),126.98849267441528,37.58000768939877
608,110080536,1103104,850,196662.2228,552696.852,종로-신교-2-32(?,52201,N,20240920172927,POINT (126.96221598161279 37.57381047673292),126.96221598161279,37.57381047673292
609,110080537,1103104,851,196699.1726,552631.4604,종로-신교-2-33(?,52201,N,20240920172927,POINT (126.96263455184827 37.57322143502268),126.96263455184827,37.57322143502268
610,110080538,1104103,852,198691.4293,550896.2647,중부-충무-000058,52201,N,20240920172927,POINT (126.9851900413782 37.557592373571886),126.9851900413782,37.557592373571886
611,110080540,1100106,854,198333.9209,550809.2307,중부-회현-361(비,52201,N,20240908171400,POINT (126.98114408054043 37.556807622704255),126.98114408054043,37.556807622704255
612,110080541,1100106,855,197966.9776,551149.9158,중부-회현-191(비,52205,N,20240908171400,POINT (126.97699024088938 37.55987644942555),126.97699024088938,37.55987644942555
613,110080543,1100106,856,198127.6066,551178.0764,중부-회현-193(비,52201,N,20240908171400,POINT (126.97880816884647 37.56013051586093),126.97880816884647,37.56013051586093
614,110080544,1103106,857,196142.7058,556203.0027,종로-신영-5-05(?,52201,N,20240924174257,POINT (126.95631653247666 37.60539859077899),126.95631653247666,37.60539859077899
615,110080547,1100106,859,198192.8644,551233.3323,중부-회현-371(비,52201,N,20240908171400,POINT (126.97954662337078 37.560628500028926),126.97954662337078,37.560628500028926
616,110080548,1100106,860,198244.7909,550926.5089,중부-회현-000372,52201,N,20240908171400,POINT (126.98013506760617 37.55786413071892),126.98013506760617,37.55786413071892
617,110080550,1100106,861,196750.918,550372.1566,중부-회현-000375,52201,N,20240925172028,POINT (126.96323031690221 37.55286537539171),126.96323031690221,37.55286537539171
618,110080552,1100106,862,198291.5305,550854.2582,중부-회현-000379,52201,N,20240908171400,POINT (126.98066422062298 37.55721324169673),126.98066422062298,37.55721324169673
619,110080553,1100106,863,197890.5136,551182.7955,중부-회현-000380,52201,N,20240915171258,POINT (126.97612472644063 37.56017252266232),126.97612472644063,37.56017252266232
620,110080556,1100106,866,198338.4891,550759.261,중부-회현-000383,52201,N,20240908171400,POINT (126.98119589446557 37.55635740524024),126.98119589446557,37.55635740524024
621,110080558,1123105,868,196523.4721,552416.2293,서대문-북아-120(,52202,N,20241016170740,POINT (126.96064663864581 37.57128156759314),126.96064663864581,37.57128156759314
622,110080559,1123105,869,196608.1514,552288.1022,서대문-북아-121(,52201,N,20241016170740,POINT (126.96160577796536 37.57012746432669),126.96160577796536,37.57012746432669
623,110080560,1123105,870,196449.6619,552354.7318,서대문-북아-123(,52205,N,20241016170740,POINT (126.95981142493702 37.570727196695145),126.95981142493702,37.570727196695145
624,110080563,1103108,872,198522.2966,553656.6551,종로-종로-3-20(?,52201,N,20240925172028,POINT (126.98327029301112 37.58246310781823),126.98327029301112,37.58246310781823
625,110080565,1100106,873,198157.0144,550845.5072,중부-회현-000393,52201,N,20240908171400,POINT (126.97914184288526 37.557134136291154),126.97914184288526,37.557134136291154
626,110080566,1103105,874,200043.4435,552226.1915,종로-연건-4-01(?,52201,N,20240915171258,POINT (127.00049175753813 37.56957589397625),127.00049175753813,37.56957589397625
627,110082437,1120102,877,213671.4567,544603.1973,송파-거여-000030,52201,N,20241003171106,POINT (127.15461156910226 37.500791482769074),127.15461156910226,37.500791482769074
628,110082439,1121103,879,188157.3211,549181.7405,양천-목동-037(비,52205,N,20240911171506,POINT (126.86599640816411 37.542069432257925),126.86599640816411,37.542069432257925
629,110082441,1121103,881,188131.8687,549378.9504,양천-목동-039(비,52201,N,20240911171506,POINT (126.86570521992233 37.54384596051598),126.86570521992233,37.54384596051598
630,110082442,1121506,882,188193.3555,548325.5026,양천-현장-040(비,52201,N,20240907171138,POINT (126.866417910501 37.53435520938521),126.866417910501,37.53435520938521
631,110080109,1112508,576,193479.3976,557654.5697,은평-현장-14(비),52201,N,20241002172303,POINT (126.92614192124084 37.6184620207061),126.92614192124084,37.6184620207061
632,110080110,1112508,577,193071.7555,558050.5476,은평-현장-15(비),52201,N,20240903172933,POINT (126.9215208619607 37.62202674937277),126.9215208619607,37.62202674937277
633,110080112,1123505,578,194868.7567,550880.731,서대문-현장-25(?,52201,N,20240913171717,POINT (126.94192645296214 37.55743906228647),126.94192645296214,37.55743906228647
634,110080114,1123103,580,194498.4573,553909.9233,서대문-홍은-68(?,52201,N,20240910170747,POINT (126.93771281594447 37.58472978924894),126.93771281594447,37.58472978924894
635,110080115,1112107,581,191693.9091,555062.7352,은평-수색-18(비),52201,N,20241002172303,POINT (126.90594733816619 37.59509549694942),126.90594733816619,37.59509549694942
636,110080117,1123103,583,194236.901,553846.4295,서대문-홍은-45(?,52201,N,20241008170835,POINT (126.93475203751315 37.58415611505856),126.93475203751315,37.58415611505856
637,110080118,1112107,584,191474.5366,554647.801,은평-수색-20(비),52201,N,20241002172303,POINT (126.9034681418511 37.59135497333213),126.9034681418511,37.59135497333213
638,110080119,1123102,585,192395.7087,553180.9448,서대문-북가-35(?,52201,N,20240922173058,POINT (126.91391357061329 37.57814678357843),126.91391357061329,37.57814678357843
639,110080121,1112508,587,192381.351,558404.1398,은평-현장-21(비),52205,N,20240904171437,POINT (126.91369668469447 37.62520710590639),126.91369668469447,37.62520710590639
640,110080122,1112508,588,193307.8093,558512.3876,은평-현장-22(비),52201,N,20240903172933,POINT (126.92419051475282 37.62618961274795),126.92419051475282,37.62618961274795
641,110080124,1123505,589,194261.978,552032.3733,서대문-현장-16(?,52201,N,20240913171717,POINT (126.93505014867563 37.56781173553616),126.93505014867563,37.56781173553616
642,110080126,1123103,591,195192.9851,555666.1271,서대문-홍은-52(?,52201,N,20240910170747,POINT (126.94556457016787 37.60055692436462),126.94556457016787,37.60055692436462
643,110082047,1111104,1060,205261.78,558333.6049,노원-월계-4-6(비,52201,N,20241009170743,POINT (127.0596044411411 37.6245881027402),127.0596044411411,37.6245881027402
644,110082048,1122104,1061,207281.8559,556014.4946,중랑-중화-4-14(?,52201,N,20241001170335,POINT (127.08246438005935 37.60367942576119),127.08246438005935,37.60367942576119
645,110082049,1122104,1062,207561.1735,555401.5723,중랑-중화-4-4(비,52201,N,20241001170335,POINT (127.08562121857832 37.59815480650913),127.08562121857832,37.59815480650913
646,110082050,1122104,1063,207663.4355,555558.8138,중랑-중화-4-5(비,52201,N,20241001170335,POINT (127.08678085727483 37.59957069090941),127.08678085727483,37.59957069090941
647,110082054,1122104,1067,206594.9386,555314.6046,중랑-중화-4-1(비,52201,N,20241006170340,POINT (127.07467899355646 37.59737866610028),127.07467899355646,37.59737866610028
648,110082055,1111106,1068,209766.2284,559726.8301,노원-공릉-3-4(비,52201,N,20240917171317,POINT (127.11064851627155 37.6371040378744),127.11064851627155,37.6371040378744
649,110082057,1111106,1070,206897.2888,558163.4687,노원-공릉-3-6(비,52201,N,20240914171115,POINT (127.0781295548761 37.62304438596869),127.0781295548761,37.62304438596869
650,110082058,1111104,1071,205147.2323,559189.0455,노원-월계-4-8(비,52201,N,20241009170743,POINT (127.05831288855215 37.63229615115055),127.05831288855215,37.63229615115055
651,110082060,1111104,1072,205103.6751,557902.0477,노원-월계-4-7(비,52201,N,20241009170743,POINT (127.05781044872036 37.62070071998142),127.05781044872036,37.62070071998142
652,110082062,1111106,1074,206826.815,558206.6892,노원-공릉-3-2(비,52201,N,20240912172010,POINT (127.07733166169267 37.62343432268166),127.07733166169267,37.62343432268166
653,110082063,1111106,1075,206656.6833,558078.9923,노원-공릉-3-3(비,52201,N,20240912172010,POINT (127.07540331150841 37.622285038051295),127.07540331150841,37.622285038051295
654,110082064,1111104,1076,204935.4029,558388.9978,노원-월계-4-9(비,52201,N,20241009170743,POINT (127.05590767900362 37.62508899496169),127.05590767900362,37.62508899496169
655,110082065,1122104,1077,207673.6088,555435.8707,중랑-중화-4-9(비,52201,N,20241001170335,POINT (127.08689477150706 37.59846290118515),127.08689477150706,37.59846290118515
656,110082067,1122104,1079,206824.9683,554778.1778,중랑-중화-4-3(비,52201,N,20241006170340,POINT (127.07727877654072 37.59254383324605),127.07727877654072,37.59254383324605
657,110082068,1111105,1080,205360.8739,563830.0574,노원-수락-5-5(비,52201,N,20240913171717,POINT (127.06076729349834 37.67410962013227),127.06076729349834,37.67410962013227
658,110082070,1111508,1082,207595.8523,560374.4427,노원-현장-1-2(비,52201,N,20241001170335,POINT (127.08606554864232 37.64295942004096),127.08606554864232,37.64295942004096
659,110082071,1111508,1083,207736.9119,560169.2771,노원-현장-1-3(비,52201,N,20241001170335,POINT (127.08766166440405 37.64110973539141),127.08766166440405,37.64110973539141
660,110082073,1111508,1084,207426.2648,560407.4203,노원-현장-1-9(비,52201,N,20241001170335,POINT (127.08414435792521 37.643257928805454),127.08414435792521,37.643257928805454
661,110082075,1111508,1086,207638.6236,560266.5529,노원-현장-1-11(?,52201,N,20241001170335,POINT (127.08654904476352 37.64198699643534),127.08654904476352,37.64198699643534
662,110082076,1111508,1087,207887.0494,560482.428,노원-현장-1-12(?,52201,N,20241001170335,POINT (127.08936614784213 37.64392989623834),127.08936614784213,37.64392989623834
663,110082077,1111508,1088,207550.101,560257.0518,노원-현장-1-4(비,52201,N,20241001170335,POINT (127.08554594671648 37.64190212463336),127.08554594671648,37.64190212463336
664,110082078,1111508,1089,207379.4056,560245.9927,노원-현장-1-5(비,52201,N,20241001170335,POINT (127.08361178340836 37.641803870483976),127.08361178340836,37.641803870483976
665,110082079,1111508,1090,207404.9201,560132.2545,노원-현장-1-6(비,52201,N,20241001170335,POINT (127.08389972072037 37.64077890279352),127.08389972072037,37.64077890279352
666,110080724,1103108,1092,198398.7636,553446.4678,종로-종로-3-36(?,52201,N,20240925172028,POINT (126.98187218275932 37.58056912717553),126.98187218275932,37.58056912717553
667,110080725,1103106,1093,197074.0599,555366.5637,종로-신영-5-18(?,52201,N,20240928171131,POINT (126.96686736413402 37.597865788192166),126.96686736413402,37.597865788192166
668,110080727,1103106,1094,196515.9993,556017.848,종로-신영-5-25(?,52201,N,20240907171138,POINT (126.96054492382652 37.60373185466096),126.96054492382652,37.60373185466096
669,110082283,1116509,1095,197795.6861,541599.3508,관악-현장-000121,52201,N,20240909171454,POINT (126.97508019374372 37.47382513429428),126.97508019374372,37.47382513429428
670,110082286,1102103,1098,194615.7584,543914.6645,동작-상도-000252,52201,N,20240925172028,POINT (126.93911414345385 37.49467324646606),126.93911414345385,37.49467324646606
671,110082287,1102103,1099,194482.2395,543869.0166,동작-상도-000253,52201,N,20240925172028,POINT (126.93760463356551 37.494261168158424),126.93760463356551,37.494261168158424
672,110082291,1102104,1101,195988.9028,543576.9164,동작-백운-000248,52201,N,20240921173252,POINT (126.95464371279427 37.49163709499014),126.95464371279427,37.49163709499014
673,110082255,1116509,1104,196946.2485,541700.8246,관악-현장-000102,52201,N,20240909171454,POINT (126.96547686801514 37.47473700784409),126.96547686801514,37.47473700784409
674,110082443,1121506,883,188596.6358,548678.4064,양천-현장-041(비,52201,N,20240907171138,POINT (126.87097519345888 37.53753993972924),126.87097519345888,37.53753993972924
675,110082444,1121506,884,188060.5223,548413.098,양천-현장-042(비,52201,N,20240904171437,POINT (126.864913596621 37.53514273290978),126.864913596621,37.53514273290978
676,110082446,1121103,886,189477.4342,549362.7376,양천-목동-045(비,52201,N,20240911171506,POINT (126.88093127323118 37.543716217908056),126.88093127323118,37.543716217908056
677,110082447,1121104,887,184759.7449,548053.0792,양천-신월-046(비,52201,N,20241004171217,POINT (126.82757533566732 37.53185035032338),126.82757533566732,37.53185035032338
678,110082450,1121104,889,184531.4675,548055.3295,양천-신월-050(비,52201,N,20241004171217,POINT (126.82499262239348 37.531866826485164),126.82499262239348,37.531866826485164
679,110082452,1121105,891,188187.0678,545135.3452,양천-신트-002(비,52201,N,20241016170740,POINT (126.8663980295065 37.505611791167276),126.8663980295065,37.505611791167276
680,110082453,1121103,892,188697.8329,549270.4998,양천-목동-004(비,52201,N,20240911171506,POINT (126.87211108683567 37.54287593325999),126.87211108683567,37.54287593325999
681,110082454,1121102,893,187138.7223,546647.3191,양천-신정-005(비,52201,N,20240905171638,POINT (126.8545150387597 37.519220691025275),126.8545150387597,37.519220691025275
682,110082455,1121105,894,185579.8347,546215.5889,양천-신트-006(비,52201,N,20241016170740,POINT (126.83688965062925 37.51530776566563),126.83688965062925,37.51530776566563
683,110082456,1121104,895,184665.973,548279.6302,양천-신월-007(비,52201,N,20240920172927,POINT (126.82650969865925 37.533890014231645),126.82650969865925,37.533890014231645
684,110082458,1121506,897,188083.1097,548348.3214,양천-현장-010(비,52201,N,20241009170743,POINT (126.86517020652826 37.53455938890242),126.86517020652826,37.53455938890242
685,110082462,1121104,900,185176.8267,548703.4793,양천-신월-014(비,52201,N,20240920172927,POINT (126.83228095921741 37.53771723046845),126.83228095921741,37.53771723046845
686,110082463,1121506,901,188223.6976,548617.2212,양천-현장-016(비,52201,N,20240907171138,POINT (126.86675652821079 37.53698397661639),126.86675652821079,37.53698397661639
687,110082464,1121102,902,185920.1734,547203.2396,양천-신정-017(비,52201,N,20240905171638,POINT (126.84072038450888 37.524211748037494),126.84072038450888,37.524211748037494
688,110080864,1103109,903,201674.5785,552534.7801,종로-숭인-6-29(?,52201,N,20241004171217,POINT (127.01895605079542 37.57235474180045),127.01895605079542,37.57235474180045
689,110080866,1104105,905,199866.634,551705.6723,중부-을지-000081,52201,N,20240930170849,POINT (126.99849046176908 37.564886028998444),126.99849046176908,37.564886028998444
690,110080868,1104105,906,200257.0378,551774.6287,중부-을지-000088,52201,N,20240915171258,POINT (127.00290937426463 37.565507297313054),127.00290937426463,37.565507297313054
691,110080869,1103109,907,200756.2606,552724.8543,종로-숭인-6-39(?,52201,N,20241002172303,POINT (127.00856098589118 37.57406851217848),127.00856098589118,37.57406851217848
692,110080872,1104105,910,199591.1297,551777.5096,중부-을지-000090,52202,N,20240915171258,POINT (126.99537205368215 37.56553319925104),126.99537205368215,37.56553319925104
693,110080874,1104106,911,200086.9744,551029.2559,중부-신당-000094,52201,N,20240928171131,POINT (127.0009843624892 37.558791545322904),127.0009843624892,37.558791545322904
694,110080860,1103109,912,200846.1729,552719.7636,종로-숭인-6-58(?,52201,N,20241002172303,POINT (127.00957880101933 37.57402256703827),127.00957880101933,37.57402256703827
695,110080861,1103109,913,200813.8787,552933.0661,종로-숭인-6-38(?,52201,N,20241002172303,POINT (127.00921346272982 37.57594444023695),127.00921346272982,37.57594444023695
696,110080863,1103109,915,201432.9922,553237.6305,종로-숭인-6-11(?,52201,N,20240919171236,POINT (127.0162226933609 37.5786877929559),127.0162226933609,37.5786877929559
697,110080876,1104105,917,199612.9957,551426.5234,중부-을지-000098,52201,N,20241013171004,POINT (126.99561973706871 37.562370835872),126.99561973706871,37.562370835872
698,110080045,1123103,919,193625.8348,554032.8004,서대문-홍은-67(?,52201,N,20241008170835,POINT (126.92783212530038 37.58583127586464),126.92783212530038,37.58583127586464
699,110080046,1123103,920,195324.9373,554492.1696,서대문-홍은-78(?,52201,N,20241014170658,POINT (126.94706631103979 37.58998035071537),126.94706631103979,37.58998035071537
700,110080049,1112107,923,191630.933,554134.7739,은평-수색-65(비),52201,N,20240915171258,POINT (126.90524484003095 37.586734078919754),126.90524484003095,37.586734078919754
701,110080051,1112107,924,191655.0059,553972.6879,은평-수색-67(비),52201,N,20240915171258,POINT (126.90551924055406 37.58527391592317),126.90551924055406,37.58527391592317
702,110080052,1123102,925,193061.0955,553525.4367,서대문-북가-42(?,52201,N,20241012170657,POINT (126.92144299344004 37.58125588465251),126.92144299344004,37.58125588465251
703,110080053,1112508,926,192253.4725,558596.6814,은평-현장-68(비),52205,N,20240904171437,POINT (126.91224605159707 37.62694080994406),126.91224605159707,37.62694080994406
704,110080055,1123505,928,193781.0474,551448.7458,서대문-현장-19(?,52201,N,20240924174257,POINT (126.92961134781676 37.56255015780424),126.92961134781676,37.56255015780424
705,110080056,1123505,929,194238.7252,551908.368,서대문-현장-20(?,52201,N,20240913171717,POINT (126.93478791963499 37.566694308574675),126.93478791963499,37.566694308574675
706,110080061,1112107,934,191801.466,555091.783,은평-수색-70(비),52201,N,20241002172303,POINT (126.90716491452275 37.59535817903984),126.90716491452275,37.59535817903984
707,110080062,1123103,935,195675.5522,554901.0974,서대문-홍은-79(?,52202,N,20241004171217,POINT (126.95103375483316 37.5936664700049),126.95103375483316,37.5936664700049
