날짜(YYYYMMDD),화재_건수,습도(%),온도(℃),날짜_읽기용
20230415,9,75.93873152726933,13.133054167097937,2023-04-15
20230416,10,64.41987568157484,10.76430462758037,2023-04-16
20230417,15,56.035463067541066,12.030497323822948,2023-04-17
20230418,11,71.6922524281793,12.897541019847528,2023-04-18
20230419,16,63.55593783702599,17.31747109233738,2023-04-19
20230420,9,83.69836202504875,15.22657526591181,2023-04-20
20230421,16,50.37551326358029,15.52037443315889,2023-04-21
20230422,23,17.562805404363214,16.119071633086072,2023-04-22
20230423,13,28.37131613300718,15.830259060775653,2023-04-23
20230424,20,33.7584989160566,14.987337090536776,2023-04-24
20230425,8,58.718415669231945,10.20465690091341,2023-04-25
20230426,14,66.20183651553958,9.47935780808222,2023-04-26
20230427,14,57.4016730848244,12.001913411155597,2023-04-27
20230428,15,53.4993351336065,14.520251968642045,2023-04-28
20230429,11,87.36481411996914,12.222156023339378,2023-04-29
20230430,9,64.33962025125875,11.997815310388996,2023-04-30
20230501,11,56.95522535243786,13.55455615846632,2023-05-01
20230502,14,39.08056494121273,15.817991447446005,2023-05-02
20230503,21,45.12522295401995,18.18235033456825,2023-05-03
20230504,15,64.24202619526929,19.60242475369937,2023-05-04
20230505,16,87.39517434965066,16.98632852169609,2023-05-05
20230506,18,86.6384314064795,10.857779686495,2023-05-06
20230507,17,43.88381809721691,13.466019406933738,2023-05-07
20230508,16,48.37459494070141,13.943762496753507,2023-05-08
20230509,18,50.757382682849546,15.373108305097274,2023-05-09
20230510,21,50.0664587248564,16.92039035539441,2023-05-10
20230511,15,48.138377019607,17.68530996852209,2023-05-11
20230512,16,46.01829463872108,16.606477320309555,2023-05-12
20230513,14,59.677541424492,15.886724195624252,2023-05-13
20230514,18,52.746166771860935,16.458165832151042,2023-05-14
20230515,13,53.20079806473311,17.77927699569083,2023-05-15
20230516,18,53.780235850278416,20.935130553721564,2023-05-16
20230517,15,56.95858977714894,21.00958577974784,2023-05-17
20230518,13,74.16794046859522,19.42046139268563,2023-05-18
20230519,14,49.76362446633848,22.91275919689242,2023-05-19
20230520,19,62.15097624804953,19.647217404845595,2023-05-20
20230521,18,70.77658724379404,15.76386055908366,2023-05-21
20230522,15,58.997867643824414,17.8104242361533,2023-05-22
20230523,11,46.32200483490191,18.79486106202793,2023-05-23
20230524,14,47.13476383978551,18.879429949660377,2023-05-24
20230525,19,42.60750644443048,19.322615552459453,2023-05-25
20230526,16,51.24349558055162,19.46513301229848,2023-05-26
20230527,15,82.41999783381034,16.81508224002254,2023-05-27
20230528,17,95.42030563435992,16.10997684347603,2023-05-28
20230529,11,81.18982280451146,20.3881272826644,2023-05-29
20230530,16,67.28336155317456,21.67607315603591,2023-05-30
20230531,12,55.935605155044016,20.785874165438344,2023-05-31
20230601,8,63.69106072718043,20.56560467801413,2023-06-01
20230602,21,73.0103808830755,18.44896597358893,2023-06-02
20230603,16,52.75523875788454,20.35204219612197,2023-06-03
20230604,15,55.20290783952532,19.78047299924564,2023-06-04
20230605,19,62.28620411131324,19.2702506652498,2023-06-05
20230606,5,67.06500059911981,18.28991035515709,2023-06-06
20230607,17,73.27727774707964,18.691299386339377,2023-06-07
20230608,4,74.90916280273325,18.35065761202994,2023-06-08
20230609,18,62.20056188907133,20.4532068976028,2023-06-09
20230610,14,65.36780358838661,20.60935269831532,2023-06-10
20230611,17,74.64075635492583,19.373673893151352,2023-06-11
20230612,9,67.03075281933504,19.86634768179999,2023-06-12
20230613,12,63.96578263989554,19.872050842497924,2023-06-13
20230614,19,71.1051953271757,18.958816907032425,2023-06-14
20230615,21,67.26430672024478,20.418949690810777,2023-06-15
20230616,18,60.14177346390344,21.516861204010368,2023-06-16
20230617,19,52.282133857853175,22.17113981636184,2023-06-17
20230618,16,57.78368297811311,23.024724240574493,2023-06-18
20230619,24,57.46170232483919,24.955196082971145,2023-06-19
20230620,9,60.550092044012814,22.060088695717187,2023-06-20
20230621,7,90.94370130174956,16.922212410261807,2023-06-21
20230622,14,73.70294183339671,19.458164068677245,2023-06-22
20230623,12,72.91341460512524,21.33967661166201,2023-06-23
20230624,16,67.7882376930366,23.479571712145788,2023-06-24
20230625,19,62.37496020216794,25.243311495424667,2023-06-25
20230626,11,85.54104999373494,20.337047455674167,2023-06-26
20230627,19,73.30275834668491,21.70206027131153,2023-06-27
20230628,15,74.93399945275998,22.912284892902097,2023-06-28
20230629,10,92.49019724870992,20.17621426744063,2023-06-29
20230630,16,85.2937953607796,21.794946839655022,2023-06-30
20230701,12,73.51978153897518,24.23242471553385,2023-07-01
20230702,13,75.62550837566673,23.41140611151231,2023-07-02
20230703,13,69.98424449753828,25.154303359649752,2023-07-03
20230704,13,84.61678597814361,21.74156982932559,2023-07-04
20230705,18,82.03472386790801,20.439224260102822,2023-07-05
20230706,10,70.01318073030905,23.492221454036688,2023-07-06
20230707,17,63.70337492512989,23.27305027576169,2023-07-07
20230708,18,75.30955619383877,21.81068275392596,2023-07-08
20230709,9,85.56055476181676,20.4998902898444,2023-07-09
20230710,12,79.5584020767609,22.592850872873395,2023-07-10
20230711,25,90.11709177124148,19.32939255125953,2023-07-11
20230712,5,83.45192667374556,21.666311727600405,2023-07-12
20230713,13,91.62314503502552,20.518003926424388,2023-07-13
20230714,22,96.84528232289416,19.33781496196205,2023-07-14
20230715,11,91.6788571396128,19.77297287736875,2023-07-15
20230716,13,86.51243195633144,20.20813079277545,2023-07-16
20230717,12,84.07105683770689,21.15595156002341,2023-07-17
20230718,7,87.55724916185314,20.600315888859747,2023-07-18
20230719,14,75.25481352317777,23.094943590876102,2023-07-19
20230720,7,72.56042508780303,23.74568335613646,2023-07-20
20230721,14,68.82267529788265,24.341733840280995,2023-07-21
20230722,19,72.78306655505007,23.1540200959767,2023-07-22
20230723,14,92.46370421045596,19.656125503561107,2023-07-23
20230724,19,81.7480204073418,22.243487467502973,2023-07-24
20230725,25,78.9713724331962,23.078360614055697,2023-07-25
20230726,17,80.81084326008734,23.023973851120147,2023-07-26
20230727,18,76.21344189428923,23.8769048203494,2023-07-27
20230728,22,71.20384684568036,25.25458816407432,2023-07-28
20230729,14,70.25302660009932,25.22418470280787,2023-07-29
20230730,25,69.80609581929583,24.6065000467092,2023-07-30
20230731,10,75.66215252182106,24.19699800958241,2023-07-31
20230801,10,70.9403930254724,25.328325947457216,2023-08-01
20230802,16,67.29147136331626,25.48749604474117,2023-08-02
20230803,21,66.21197568547787,25.03170718406258,2023-08-03
20230804,19,66.61683756657315,25.5702487499221,2023-08-04
20230805,23,67.48766157384965,25.796152189827858,2023-08-05
20230806,24,75.19541911771374,25.09602385142449,2023-08-06
20230807,18,69.32352723034482,25.942906170664752,2023-08-07
20230808,24,61.96435534914811,26.20435039784132,2023-08-08
20230809,22,67.58333498324738,24.0100176250079,2023-08-09
20230810,12,91.80959549040152,17.37645921228207,2023-08-10
20230811,7,92.1918041058996,18.4552145006534,2023-08-11
20230812,12,86.76497323556325,18.952859934575955,2023-08-12
20230813,12,75.97376232723035,22.715808439778232,2023-08-13
20230814,16,74.28988745042292,23.896164285084502,2023-08-14
20230815,14,70.94110347746928,23.98117223465017,2023-08-15
20230816,10,70.71105840564437,23.37413566379275,2023-08-16
20230817,12,71.67572144594352,23.8236775439324,2023-08-17
20230818,15,73.47127971483945,23.898409868316875,2023-08-18
20230819,12,69.30769365458823,24.51574517356166,2023-08-19
20230820,10,71.14932498497906,23.99278451277127,2023-08-20
20230821,15,72.03997914930959,24.526912675084773,2023-08-21
20230822,10,81.20598859017201,22.75867240926765,2023-08-22
20230823,16,91.75376833219404,19.59863515170976,2023-08-23
20230824,7,84.76176613271167,20.189619136579505,2023-08-24
20230825,14,77.30941477743082,22.03123696455845,2023-08-25
20230826,16,71.86094704831874,21.98167504028838,2023-08-26
20230827,14,73.89230672522233,21.888217222963284,2023-08-27
20230828,10,85.83443661192355,18.25023406902371,2023-08-28
20230829,9,88.04089841115798,19.25474658733542,2023-08-29
20230830,12,86.36609283062506,18.41837189570994,2023-08-30
20230831,21,74.86778045210113,19.731221335120736,2023-08-31
20230901,9,67.47840302986508,20.591563521664643,2023-09-01
20230902,13,64.74074087443273,21.18134567433269,2023-09-02
20230903,8,77.96373942668241,21.26647819467308,2023-09-03
20230904,20,79.24479898418322,22.464018819103643,2023-09-04
20230905,27,71.22343326581216,23.66632650171134,2023-09-05
20230906,19,66.50946886038292,23.579388513224966,2023-09-06
20230907,23,55.69198145023095,22.58968963858232,2023-09-07
20230908,18,57.5663621163843,21.7113105461715,2023-09-08
20230909,14,65.87827261674971,22.2932426741894,2023-09-09
20230910,13,68.10834906542166,22.46046910514993,2023-09-10
20230911,27,69.04878773831355,22.23304349590412,2023-09-11
20230912,7,69.89026760347231,22.59835873012968,2023-09-12
20230913,14,84.69337503251646,19.33591556757614,2023-09-13
20230914,18,74.88345886622588,20.342026676809425,2023-09-14
20230915,11,80.72059435252089,19.680345653188883,2023-09-15
20230916,9,85.41452478969003,21.01237020102912,2023-09-16
20230917,10,82.18431177646725,22.16142713825575,2023-09-17
20230918,19,75.49584474886046,22.59850322657855,2023-09-18
20230919,14,78.02098653424277,21.51706014350168,2023-09-19
20230920,11,89.69454647311746,17.82139041235842,2023-09-20
20230921,17,67.52008382609515,17.931760063248657,2023-09-21
20230922,13,65.86327997346008,18.29022212060965,2023-09-22
20230923,12,64.83926475765364,19.347723504760328,2023-09-23
20230924,17,56.40644489955002,19.64028954825272,2023-09-24
20230925,17,66.41340931834097,19.22408717852758,2023-09-25
20230926,12,92.63653139968775,17.162905534205375,2023-09-26
20230927,9,88.59293359036697,18.83983307313529,2023-09-27
20230928,5,77.35734017700948,20.356970176509066,2023-09-28
20230929,17,63.33477225240336,19.47636181071545,2023-09-29
20230930,8,77.06148968161237,17.549780832486782,2023-09-30
20231001,13,55.160449343598,17.79995644350349,2023-10-01
20231002,14,54.59452120396879,16.85721806417234,2023-10-02
20231003,14,65.48748218471674,16.173174424695244,2023-10-03
20231004,15,77.6485574500658,15.993062175616917,2023-10-04
20231005,18,42.61184736464079,13.936525094604104,2023-10-05
20231006,18,53.11475853719959,14.80445541042895,2023-10-06
20231007,13,61.70035710663412,15.840006755822191,2023-10-07
20231008,8,67.50802578230267,16.501419277421856,2023-10-08
20231009,9,66.85105199291428,16.579596795333256,2023-10-09
20231010,9,66.93335475992875,16.551004475870272,2023-10-10
20231011,14,59.5341084129493,17.18842742288438,2023-10-11
20231012,14,60.483635092584926,17.804169512281106,2023-10-12
20231013,14,67.12644938132944,18.207141232025176,2023-10-13
20231014,17,80.63956353556814,15.34773646039898,2023-10-14
20231015,9,74.65750245822835,16.85964329267686,2023-10-15
20231016,13,57.48447350657969,16.13924344550856,2023-10-16
20231017,20,53.58014376058741,14.869093547942828,2023-10-17
20231018,10,66.1027916711345,15.877519005423473,2023-10-18
20231019,14,84.50576321122418,17.01484701534563,2023-10-19
20231020,13,45.56172463698981,13.353520079187629,2023-10-20
20231021,15,52.29361927015904,11.39069896908375,2023-10-21
20231022,9,62.698680044949405,13.197293838981842,2023-10-22
20231023,18,68.04882808237957,15.384057652726312,2023-10-23
20231024,10,73.39897611980973,17.570821466470782,2023-10-24
20231025,10,76.06983307251608,16.92478628504464,2023-10-25
20231026,18,79.59624279915714,17.753608673978505,2023-10-26
20231027,18,69.01015249903747,16.28969873272868,2023-10-27
20231028,12,64.49217985724773,14.918066784076174,2023-10-28
20231029,9,61.16848091466844,15.87843494959759,2023-10-29
20231030,18,69.9735288837609,15.500989366299564,2023-10-30
20231031,12,75.20145604586264,16.453652482679168,2023-10-31
20231101,12,80.49857993866485,18.80258856723456,2023-11-01
20231102,14,69.41823383764724,21.006497004225547,2023-11-02
20231103,13,80.88959096629964,19.604238324415075,2023-11-03
20231104,6,74.36269688934806,18.076715729049564,2023-11-04
20231105,6,82.56581828294286,17.631718153875372,2023-11-05
20231106,11,83.21142783306367,14.266819779635444,2023-11-06
20231107,20,60.21019729738158,6.818227441666361,2023-11-07
20231108,15,55.01271624637624,8.959242876744065,2023-11-08
20231109,12,70.7033568413409,12.239787002028818,2023-11-09
20231110,16,50.64027654989662,5.158647446931585,2023-11-10
20231111,16,43.59429634908824,2.8836527991249863,2023-11-11
20231112,18,48.9088382292556,2.6897802900670422,2023-11-12
20231113,27,51.371021137586965,3.0596943711861893,2023-11-13
20231114,17,62.25010023378309,5.650213658734756,2023-11-14
20231115,12,68.0303017994734,7.616593465657013,2023-11-15
20231116,13,79.84959568599476,7.287796751497204,2023-11-16
20231117,16,60.07239998467581,3.309039060534561,2023-11-17
20231118,27,54.491726742621886,1.202233905107866,2023-11-18
20231119,14,65.38734853190968,7.5055395560768465,2023-11-19
20231120,16,55.82114335834568,7.223696079421757,2023-11-20
20231121,11,56.802137154428586,7.979395653963311,2023-11-21
20231122,12,65.64247059772616,9.522114347044957,2023-11-22
20231123,13,71.42476140175269,11.116886122331772,2023-11-23
20231124,20,49.58829316650122,0.0245932283078117,2023-11-24
20231125,22,39.95029563225833,-0.6252476603461378,2023-11-25
20231126,17,40.237297659830354,4.878277059410703,2023-11-26
20231127,17,77.79864906134472,6.789230544831781,2023-11-27
20231128,15,55.68362938059452,2.6754079317397084,2023-11-28
20231129,12,54.68323946942628,0.2203047729077215,2023-11-29
20231130,16,43.38776394910317,-3.017256909273556,2023-11-30
20231201,19,50.21070580624348,-2.040807556389764,2023-12-01
20231202,19,59.95098217050936,2.4950547328836192,2023-12-02
20231203,15,50.56955885840608,2.588439393254262,2023-12-03
20231204,14,56.930923275845934,3.325665611487707,2023-12-04
20231205,22,53.75346767475534,7.303621267510473,2023-12-05
20231206,13,73.54054682808004,6.910057279447608,2023-12-06
20231207,10,60.07546433207612,7.186909653229982,2023-12-07
20231208,15,69.64290193568907,11.347181926608595,2023-12-08
20231209,7,79.64830303591688,14.05771768927244,2023-12-09
20231210,15,61.7818723690466,11.823545203769225,2023-12-10
20231211,16,79.12933761524457,9.599813194362712,2023-12-11
20231212,10,72.25201741637244,6.203485761292918,2023-12-12
20231213,19,71.24702230490882,7.302726024473794,2023-12-13
20231214,10,79.8266800242669,8.090730906801799,2023-12-14
20231215,12,90.44914077817464,5.012402404823351,2023-12-15
20231216,16,70.09511535207605,-2.174786167019915,2023-12-16
20231217,27,44.03185819200498,-8.483963148541457,2023-12-17
20231218,20,41.81508667074914,-6.750021697529237,2023-12-18
20231219,13,55.739589324322885,-3.016024963127841,2023-12-19
20231220,18,63.59438852424727,-5.855277310489681,2023-12-20
20231221,22,53.4388036993823,-10.50006648266807,2023-12-21
20231222,15,47.86239572675042,-10.573905127825872,2023-12-22
20231223,26,50.63765246716879,-6.160717049323698,2023-12-23
20231224,15,69.38729561444303,-1.528940969044832,2023-12-24
20231225,20,75.60730455265988,0.0913609541083188,2023-12-25
20231226,17,68.76086268693437,2.4097480910348805,2023-12-26
20231227,17,78.81914272162312,2.62761763207052,2023-12-27
20231228,19,77.62034931601661,2.943813071130781,2023-12-28
20231229,19,64.70587746913453,3.3060184623328848,2023-12-29
20231230,19,73.46411482811395,2.969111716264317,2023-12-30
20231231,11,90.12549322587093,3.343055811448138,2023-12-31
